checkmk,timestamp,cpu_usage(in %),memory_usage,disk_usage(in KB)
monitoring,2025-05-10T13:29:08,636.86%,1336.32,2322856
monitoring,2025-05-10T13:29:24,449.19%,1593.34,2322856
monitoring,2025-05-10T13:29:41,176.25%,1129.47,2322856
monitoring,2025-05-10T13:29:57,0.48%,1101.82,2322856
monitoring,2025-05-10T13:30:14,1.94%,1102.85,2322856
monitoring,2025-05-10T13:30:30,517.44%,1207.3,2322856
monitoring,2025-05-10T13:30:47,0.54%,1101.82,2322856
monitoring,2025-05-10T13:31:04,798.14%,2711.55,2322856
monitoring,2025-05-10T13:31:20,0.49%,1101.82,2322856
monitoring,2025-05-10T13:31:37,40.81%,1110.02,2322856
monitoring,2025-05-10T13:31:53,0.50%,1102.85,2322856
monitoring,2025-05-10T13:32:10,491.80%,1139.71,2322856
monitoring,2025-05-10T13:32:26,775.52%,2506.75,2322856
monitoring,2025-05-10T13:32:43,2.17%,1102.85,2322856
monitoring,2025-05-10T13:33:00,0.39%,1102.85,2322856
monitoring,2025-05-10T13:33:16,6.27%,1102.85,2322856
monitoring,2025-05-10T13:33:33,178.15%,1126.4,2322856
monitoring,2025-05-10T13:33:49,0.43%,1102.85,2322856
monitoring,2025-05-10T13:34:06,700.65%,3501.06,2322856
monitoring,2025-05-10T13:34:22,0.45%,1102.85,2322856
monitoring,2025-05-10T13:34:39,286.90%,1202.18,2322856
monitoring,2025-05-10T13:34:55,0.45%,1102.85,2322856
monitoring,2025-05-10T13:35:12,333.50%,1102.85,2322856
monitoring,2025-05-10T13:35:28,628.39%,2049.02,2322856
monitoring,2025-05-10T13:35:45,4.58%,1102.85,2322856
monitoring,2025-05-10T13:36:02,705.09%,1852.42,2322856
monitoring,2025-05-10T13:36:18,280.51%,1298.43,2322856
monitoring,2025-05-10T13:36:35,180.84%,1102.85,2322856
monitoring,2025-05-10T13:36:51,0.56%,1102.85,2322856
monitoring,2025-05-10T13:37:08,631.00%,1361.92,2322856
monitoring,2025-05-10T13:37:24,453.92%,1593.34,2322856
monitoring,2025-05-10T13:37:41,212.34%,1121.28,2322856
monitoring,2025-05-10T13:37:57,0.49%,1102.85,2322856
monitoring,2025-05-10T13:38:14,2.43%,1102.85,2322856
monitoring,2025-05-10T13:38:30,338.21%,1146.88,2322856
monitoring,2025-05-10T13:38:47,2.14%,1102.85,2322856
monitoring,2025-05-10T13:39:04,797.33%,2669.57,2322856
monitoring,2025-05-10T13:39:20,0.51%,1102.85,2322856
monitoring,2025-05-10T13:39:37,18.55%,1107.97,2322856
monitoring,2025-05-10T13:39:53,2.69%,1102.85,2322856
monitoring,2025-05-10T13:40:10,438.06%,1159.17,2322856
monitoring,2025-05-10T13:40:26,786.60%,2468.86,2322856
monitoring,2025-05-10T13:40:43,50.19%,1102.85,2322856
monitoring,2025-05-10T13:40:59,0.48%,1102.85,2322856
monitoring,2025-05-10T13:41:16,4.96%,1102.85,2322856
monitoring,2025-05-10T13:41:33,166.05%,1147.9,2322856
monitoring,2025-05-10T13:41:49,0.38%,1102.85,2322856
monitoring,2025-05-10T13:42:06,655.44%,3591.17,2322856
monitoring,2025-05-10T13:42:22,0.62%,1102.85,2322856
monitoring,2025-05-10T13:42:39,292.82%,1246.21,2322856
monitoring,2025-05-10T13:42:55,1.58%,1102.85,2322856
monitoring,2025-05-10T13:43:12,301.46%,1102.85,2322856
monitoring,2025-05-10T13:43:28,604.51%,1737.73,2322856
monitoring,2025-05-10T13:43:45,1.76%,1102.85,2322856
monitoring,2025-05-10T13:44:02,693.98%,1982.46,2322856
monitoring,2025-05-10T13:44:18,216.87%,1264.64,2322856
monitoring,2025-05-10T13:44:35,155.92%,1102.85,2322856
monitoring,2025-05-10T13:44:51,48.15%,1102.85,2322856
monitoring,2025-05-10T13:45:08,651.64%,1573.89,2322856
monitoring,2025-05-10T13:45:24,465.07%,1595.39,2322856
monitoring,2025-05-10T13:45:41,177.71%,1129.47,2322856
monitoring,2025-05-10T13:45:57,2.22%,1102.85,2322856
monitoring,2025-05-10T13:46:14,0.48%,1102.85,2322856
monitoring,2025-05-10T13:46:31,457.77%,1191.94,2322856
monitoring,2025-05-10T13:46:47,2.05%,1102.85,2322856
monitoring,2025-05-10T13:47:04,799.03%,2702.34,2322856
monitoring,2025-05-10T13:47:20,0.46%,1102.85,2322856
monitoring,2025-05-10T13:47:37,24.38%,1134.59,2322856
monitoring,2025-05-10T13:47:53,1.77%,1103.87,2322856
monitoring,2025-05-10T13:48:10,510.39%,1134.59,2322856
monitoring,2025-05-10T13:48:26,776.68%,2513.92,2322856
monitoring,2025-05-10T13:48:43,0.45%,1102.85,2322856
monitoring,2025-05-10T13:48:59,1.52%,1102.85,2322856
monitoring,2025-05-10T13:49:16,13.95%,1102.85,2322856
monitoring,2025-05-10T13:49:33,164.72%,1102.85,2322856
monitoring,2025-05-10T13:49:49,2.21%,1102.85,2322856
monitoring,2025-05-10T13:50:06,733.22%,3702.78,2322856
monitoring,2025-05-10T13:50:22,0.54%,1102.85,2322856
monitoring,2025-05-10T13:50:39,277.66%,1197.06,2322856
monitoring,2025-05-10T13:50:55,3.10%,1102.85,2322856
monitoring,2025-05-10T13:51:12,254.33%,1102.85,2322856
monitoring,2025-05-10T13:51:28,632.71%,2029.57,2322856
monitoring,2025-05-10T13:51:45,0.46%,1102.85,2322856
monitoring,2025-05-10T13:52:02,797.02%,1948.67,2322856
monitoring,2025-05-10T13:52:18,302.77%,1302.53,2322856
monitoring,2025-05-10T13:52:35,163.66%,1103.87,2322856
monitoring,2025-05-10T13:52:51,2.63%,1102.85,2322856
monitoring,2025-05-10T13:53:08,516.38%,1159.17,2322856
monitoring,2025-05-10T13:53:24,672.35%,1747.97,2322856
monitoring,2025-05-10T13:53:41,217.70%,1133.57,2322856
monitoring,2025-05-10T13:53:57,1.76%,1102.85,2322856
monitoring,2025-05-10T13:54:14,0.51%,1102.85,2322856
monitoring,2025-05-10T13:54:31,285.23%,1102.85,2322856
monitoring,2025-05-10T13:54:47,0.48%,1103.87,2322856
monitoring,2025-05-10T13:55:04,798.40%,2792.45,2322856
monitoring,2025-05-10T13:55:20,0.47%,1102.85,2322856
monitoring,2025-05-10T13:55:37,27.14%,1129.47,2322856
monitoring,2025-05-10T13:55:53,22.78%,1103.87,2322856
monitoring,2025-05-10T13:56:10,385.15%,1165.31,2322856
monitoring,2025-05-10T13:56:26,797.46%,2564.1,2322856
monitoring,2025-05-10T13:56:43,0.55%,1102.85,2322856
monitoring,2025-05-10T13:57:00,1.43%,1103.87,2322856
monitoring,2025-05-10T13:57:16,0.47%,1102.85,2322856
monitoring,2025-05-10T13:57:33,192.82%,1176.58,2322856
monitoring,2025-05-10T13:57:49,13.12%,1110.02,2322856
monitoring,2025-05-10T13:58:06,616.57%,3500.03,2322856
monitoring,2025-05-10T13:58:22,9.80%,1102.85,2322856
monitoring,2025-05-10T13:58:39,328.79%,1263.62,2322856
monitoring,2025-05-10T13:58:55,0.44%,1102.85,2322856
monitoring,2025-05-10T13:59:12,192.25%,1103.87,2322856
monitoring,2025-05-10T13:59:29,645.72%,1923.07,2322856
monitoring,2025-05-10T13:59:45,0.51%,1102.85,2322856
monitoring,2025-05-10T14:00:02,796.50%,2006.02,2322856
monitoring,2025-05-10T14:00:18,447.37%,1370.11,2322856
monitoring,2025-05-10T14:00:35,109.49%,1103.87,2322856
monitoring,2025-05-10T14:00:51,4.39%,1102.85,2322856
monitoring,2025-05-10T14:01:08,587.85%,1201.15,2322856
monitoring,2025-05-10T14:01:24,749.94%,1856.51,2322856
monitoring,2025-05-10T14:01:41,159.50%,1136.64,2322856
monitoring,2025-05-10T14:01:58,0.53%,1103.87,2322856
monitoring,2025-05-10T14:02:14,2.08%,1103.87,2322856
monitoring,2025-05-10T14:02:31,405.00%,1135.62,2322856
monitoring,2025-05-10T14:02:47,0.50%,1102.85,2322856
monitoring,2025-05-10T14:03:04,798.37%,2736.13,2322856
monitoring,2025-05-10T14:03:20,0.47%,1103.87,2322856
monitoring,2025-05-10T14:03:37,60.82%,1131.52,2322856
monitoring,2025-05-10T14:03:53,0.44%,1103.87,2322856
monitoring,2025-05-10T14:04:10,345.07%,1170.43,2322856
monitoring,2025-05-10T14:04:27,756.58%,2551.81,2322856
monitoring,2025-05-10T14:04:43,2.38%,1103.87,2322856
monitoring,2025-05-10T14:05:00,79.53%,1496.06,2322856
monitoring,2025-05-10T14:05:16,2.29%,1103.87,2322856
monitoring,2025-05-10T14:05:33,195.49%,1176.58,2322856
monitoring,2025-05-10T14:05:49,1.76%,1102.85,2322856
monitoring,2025-05-10T14:06:06,547.34%,3575.81,2322856
monitoring,2025-05-10T14:06:22,10.91%,1110.02,2322856
monitoring,2025-05-10T14:06:39,371.05%,1264.64,2322856
monitoring,2025-05-10T14:06:56,0.38%,1102.85,2322856
monitoring,2025-05-10T14:07:12,203.73%,1103.87,2322856
monitoring,2025-05-10T14:07:29,666.86%,1703.94,2322856
monitoring,2025-05-10T14:07:45,4.65%,1102.85,2322856
monitoring,2025-05-10T14:08:02,798.39%,2157.57,2322856
monitoring,2025-05-10T14:08:18,396.76%,1362.94,2322856
monitoring,2025-05-10T14:08:35,118.63%,1103.87,2322856
monitoring,2025-05-10T14:08:51,7.82%,1103.87,2322856
monitoring,2025-05-10T14:09:08,489.64%,1160.19,2322856
monitoring,2025-05-10T14:09:25,798.16%,1964.03,2322856
monitoring,2025-05-10T14:09:41,194.46%,1147.9,2322856
monitoring,2025-05-10T14:09:58,3.95%,1103.87,2322856
monitoring,2025-05-10T14:10:14,3.19%,1103.87,2322856
monitoring,2025-05-10T14:10:31,322.27%,1182.72,2322856
monitoring,2025-05-10T14:10:47,62.93%,1110.02,2322856
monitoring,2025-05-10T14:11:04,789.09%,2749.44,2322856
monitoring,2025-05-10T14:11:20,3.62%,1103.87,2322856
monitoring,2025-05-10T14:11:37,33.48%,1131.52,2322856
monitoring,2025-05-10T14:11:53,0.46%,1103.87,2322856
monitoring,2025-05-10T14:12:10,339.20%,1170.43,2322856
monitoring,2025-05-10T14:12:27,787.46%,2498.56,2322856
monitoring,2025-05-10T14:12:43,0.52%,1103.87,2322856
monitoring,2025-05-10T14:13:00,0.43%,1103.87,2322856
monitoring,2025-05-10T14:13:16,1.70%,1103.87,2322856
monitoring,2025-05-10T14:13:33,212.06%,1208.32,2322856
monitoring,2025-05-10T14:13:49,43.43%,1103.87,2322856
monitoring,2025-05-10T14:14:06,659.32%,3603.46,2322856
monitoring,2025-05-10T14:14:22,2.64%,1103.87,2322856
monitoring,2025-05-10T14:14:39,330.28%,1254.4,2322856
monitoring,2025-05-10T14:14:56,0.40%,1103.87,2322856
monitoring,2025-05-10T14:15:12,144.46%,1104.9,2322856
monitoring,2025-05-10T14:15:29,593.24%,2398.21,2322856
monitoring,2025-05-10T14:15:45,11.03%,1103.87,2322856
monitoring,2025-05-10T14:16:02,797.91%,2040.83,2322856
monitoring,2025-05-10T14:16:18,446.40%,1371.14,2322856
monitoring,2025-05-10T14:16:35,87.13%,1103.87,2322856
monitoring,2025-05-10T14:16:51,74.03%,1103.87,2322856
monitoring,2025-05-10T14:17:08,634.17%,1270.78,2322856
monitoring,2025-05-10T14:17:25,684.10%,1772.54,2322856
monitoring,2025-05-10T14:17:41,153.04%,1139.71,2322856
monitoring,2025-05-10T14:17:58,0.49%,1103.87,2322856
monitoring,2025-05-10T14:18:14,0.46%,1103.87,2322856
monitoring,2025-05-10T14:18:31,217.09%,1162.24,2322856
monitoring,2025-05-10T14:18:47,0.47%,1103.87,2322856
monitoring,2025-05-10T14:19:04,795.05%,2748.42,2322856
monitoring,2025-05-10T14:19:20,16.03%,1103.87,2322856
monitoring,2025-05-10T14:19:37,37.45%,1131.52,2322856
monitoring,2025-05-10T14:19:54,101.56%,1103.87,2322856
monitoring,2025-05-10T14:20:10,391.04%,1163.26,2322856
monitoring,2025-05-10T14:20:27,760.33%,2649.09,2322856
monitoring,2025-05-10T14:20:43,0.49%,1103.87,2322856
monitoring,2025-05-10T14:21:00,0.56%,1103.87,2322856
monitoring,2025-05-10T14:21:16,0.45%,1103.87,2322856
monitoring,2025-05-10T14:21:33,219.38%,1208.32,2322856
monitoring,2025-05-10T14:21:49,0.49%,1103.87,2322856
monitoring,2025-05-10T14:22:06,590.23%,3620.86,2322856
monitoring,2025-05-10T14:22:22,2.37%,1103.87,2322856
monitoring,2025-05-10T14:22:39,311.28%,1241.09,2322856
monitoring,2025-05-10T14:22:56,94.46%,1159.17,2322856
monitoring,2025-05-10T14:23:12,162.05%,1103.87,2322856
monitoring,2025-05-10T14:23:29,584.21%,2083.84,2322856
monitoring,2025-05-10T14:23:45,0.52%,1103.87,2322856
monitoring,2025-05-10T14:24:02,794.63%,2048,2322856
monitoring,2025-05-10T14:24:18,437.03%,1467.39,2322856
monitoring,2025-05-10T14:24:35,117.00%,1104.9,2322856
monitoring,2025-05-10T14:24:51,0.41%,1103.87,2322856
monitoring,2025-05-10T14:25:08,688.57%,1328.13,2322856
monitoring,2025-05-10T14:25:25,797.25%,1944.58,2322856
monitoring,2025-05-10T14:25:41,148.31%,1137.66,2322856
monitoring,2025-05-10T14:25:58,49.09%,1148.93,2322856
monitoring,2025-05-10T14:26:14,0.46%,1103.87,2322856
monitoring,2025-05-10T14:26:31,258.84%,1214.46,2322856
monitoring,2025-05-10T14:26:47,0.45%,1103.87,2322856
monitoring,2025-05-10T14:27:04,799.47%,2804.74,2322856
monitoring,2025-05-10T14:27:21,0.45%,1103.87,2322856
monitoring,2025-05-10T14:27:37,44.55%,1136.64,2322856
monitoring,2025-05-10T14:27:54,13.62%,1103.87,2322856
monitoring,2025-05-10T14:28:10,289.30%,1182.72,2322856
monitoring,2025-05-10T14:28:27,788.91%,2530.3,2322856
monitoring,2025-05-10T14:28:43,0.53%,1103.87,2322856
monitoring,2025-05-10T14:29:00,102.93%,1517.57,2322856
monitoring,2025-05-10T14:29:16,0.44%,1103.87,2322856
monitoring,2025-05-10T14:29:33,219.07%,1207.3,2322856
monitoring,2025-05-10T14:29:49,0.48%,1103.87,2322856
monitoring,2025-05-10T14:30:06,670.48%,3546.11,2322856
monitoring,2025-05-10T14:30:23,0.51%,1103.87,2322856
monitoring,2025-05-10T14:30:39,447.13%,1313.79,2322856
monitoring,2025-05-10T14:30:56,0.44%,1103.87,2322856
monitoring,2025-05-10T14:31:12,168.61%,1103.87,2322856
monitoring,2025-05-10T14:31:29,702.30%,1666.05,2322856
monitoring,2025-05-10T14:31:45,0.46%,1103.87,2322856
monitoring,2025-05-10T14:32:02,797.92%,2148.35,2322856
monitoring,2025-05-10T14:32:18,510.47%,1328.13,2322856
monitoring,2025-05-10T14:32:35,99.81%,1103.87,2322856
monitoring,2025-05-10T14:32:52,0.48%,1103.87,2322856
monitoring,2025-05-10T14:33:08,656.16%,1272.83,2322856
monitoring,2025-05-10T14:33:25,799.57%,1974.27,2322856
monitoring,2025-05-10T14:33:41,105.48%,1148.93,2322856
monitoring,2025-05-10T14:33:58,0.45%,1103.87,2322856
monitoring,2025-05-10T14:34:14,0.47%,1103.87,2322856
monitoring,2025-05-10T14:34:31,316.34%,1232.9,2322856
monitoring,2025-05-10T14:34:47,2.88%,1103.87,2322856
monitoring,2025-05-10T14:35:04,787.58%,2816,2322856
monitoring,2025-05-10T14:35:21,0.49%,1103.87,2322856
monitoring,2025-05-10T14:35:37,45.96%,1136.64,2322856
monitoring,2025-05-10T14:35:54,15.74%,1104.9,2322856
monitoring,2025-05-10T14:36:10,246.38%,1191.94,2322856
monitoring,2025-05-10T14:36:27,769.40%,2531.33,2322856
monitoring,2025-05-10T14:36:43,0.43%,1104.9,2322856
monitoring,2025-05-10T14:37:00,101.77%,1202.18,2322856
monitoring,2025-05-10T14:37:16,0.46%,1103.87,2322856
monitoring,2025-05-10T14:37:33,249.14%,1230.85,2322856
monitoring,2025-05-10T14:37:50,2.34%,1104.9,2322856
monitoring,2025-05-10T14:38:06,518.38%,3660.8,2322856
monitoring,2025-05-10T14:38:23,0.43%,1104.9,2322856
monitoring,2025-05-10T14:38:39,368.16%,1313.79,2322856
monitoring,2025-05-10T14:38:56,0.49%,1104.9,2322856
monitoring,2025-05-10T14:39:12,64.23%,1104.9,2322856
monitoring,2025-05-10T14:39:29,667.48%,1577.98,2322856
monitoring,2025-05-10T14:39:45,0.50%,1103.87,2322856
monitoring,2025-05-10T14:40:02,796.72%,2204.67,2322856
monitoring,2025-05-10T14:40:19,518.23%,1104.9,2322856
monitoring,2025-05-10T14:40:35,123.96%,1104.9,2322856
monitoring,2025-05-10T14:40:52,2.27%,1104.9,2322856
monitoring,2025-05-10T14:41:08,416.70%,1192.96,2322856
monitoring,2025-05-10T14:41:25,797.02%,2001.92,2322856
monitoring,2025-05-10T14:41:41,121.40%,1147.9,2322856
monitoring,2025-05-10T14:41:58,0.36%,1104.9,2322856
monitoring,2025-05-10T14:42:14,0.44%,1103.87,2322856
monitoring,2025-05-10T14:42:31,314.71%,1227.78,2322856
monitoring,2025-05-10T14:42:48,2.32%,1104.9,2322856
monitoring,2025-05-10T14:43:04,798.64%,2806.78,2322856
monitoring,2025-05-10T14:43:21,2.37%,1104.9,2322856
monitoring,2025-05-10T14:43:37,58.80%,1144.83,2322856
monitoring,2025-05-10T14:43:54,2.54%,1104.9,2322856
monitoring,2025-05-10T14:44:10,216.09%,1192.96,2322856
monitoring,2025-05-10T14:44:27,753.24%,2681.86,2322856
monitoring,2025-05-10T14:44:43,1.70%,1104.9,2322856
monitoring,2025-05-10T14:45:00,17.57%,1104.9,2322856
monitoring,2025-05-10T14:45:17,0.55%,1104.9,2322856
monitoring,2025-05-10T14:45:33,261.98%,1242.11,2322856
monitoring,2025-05-10T14:45:50,2.45%,1104.9,2322856
monitoring,2025-05-10T14:46:06,620.53%,3457.02,2322856
monitoring,2025-05-10T14:46:23,2.12%,1104.9,2322856
monitoring,2025-05-10T14:46:39,398.34%,1327.1,2322856
monitoring,2025-05-10T14:46:56,1.78%,1104.9,2322856
monitoring,2025-05-10T14:47:12,61.75%,1104.9,2322856
monitoring,2025-05-10T14:47:29,669.25%,1741.82,2322856
monitoring,2025-05-10T14:47:45,2.72%,1104.9,2322856
monitoring,2025-05-10T14:48:02,798.55%,2172.93,2322856
monitoring,2025-05-10T14:48:19,496.41%,1284.1,2322856
monitoring,2025-05-10T14:48:35,41.91%,1104.9,2322856
monitoring,2025-05-10T14:48:52,3.25%,1104.9,2322856
monitoring,2025-05-10T14:49:08,433.49%,1180.67,2322856
monitoring,2025-05-10T14:49:25,793.78%,1986.56,2322856
monitoring,2025-05-10T14:49:41,100.55%,1148.93,2322856
monitoring,2025-05-10T14:49:58,4.41%,1104.9,2322856
monitoring,2025-05-10T14:50:14,0.53%,1104.9,2322856
monitoring,2025-05-10T14:50:31,260.61%,1233.92,2322856
monitoring,2025-05-10T14:50:48,13.77%,1104.9,2322856
monitoring,2025-05-10T14:51:04,789.55%,2820.1,2322856
monitoring,2025-05-10T14:51:21,0.43%,1104.9,2322856
monitoring,2025-05-10T14:51:37,56.84%,1141.76,2322856
monitoring,2025-05-10T14:51:54,2.37%,1104.9,2322856
monitoring,2025-05-10T14:52:10,226.63%,1210.37,2322856
monitoring,2025-05-10T14:52:27,786.76%,2672.64,2322856
monitoring,2025-05-10T14:52:43,0.65%,1104.9,2322856
monitoring,2025-05-10T14:53:00,2.13%,1104.9,2322856
monitoring,2025-05-10T14:53:17,0.55%,1104.9,2322856
monitoring,2025-05-10T14:53:33,328.42%,1271.81,2322856
monitoring,2025-05-10T14:53:50,14.91%,1105.92,2322856
monitoring,2025-05-10T14:54:06,503.00%,3471.36,2322856
monitoring,2025-05-10T14:54:23,0.37%,1104.9,2322856
monitoring,2025-05-10T14:54:39,405.37%,1329.15,2322856
monitoring,2025-05-10T14:54:56,3.03%,1104.9,2322856
monitoring,2025-05-10T14:55:12,7.39%,1102.85,2322856
monitoring,2025-05-10T14:55:29,726.21%,1563.65,2322856
monitoring,2025-05-10T14:55:46,3.94%,1102.85,2322856
monitoring,2025-05-10T14:56:02,800.48%,2405.38,2322856
monitoring,2025-05-10T14:56:19,434.77%,1102.85,2322856
monitoring,2025-05-10T14:56:35,42.20%,1102.85,2322856
monitoring,2025-05-10T14:56:52,0.47%,1102.85,2322856
monitoring,2025-05-10T14:57:08,297.14%,1207.3,2322856
monitoring,2025-05-10T14:57:25,789.90%,2016.26,2322856
monitoring,2025-05-10T14:57:41,139.89%,1153.02,2322856
monitoring,2025-05-10T14:57:58,1.32%,1102.85,2322856
monitoring,2025-05-10T14:58:15,0.46%,1102.85,2322856
monitoring,2025-05-10T14:58:31,295.59%,1241.09,2322856
monitoring,2025-05-10T14:58:48,0.41%,1101.82,2322856
monitoring,2025-05-10T14:59:04,787.46%,2844.67,2322856
monitoring,2025-05-10T14:59:21,0.44%,1102.85,2322856
monitoring,2025-05-10T14:59:37,73.66%,1146.88,2322856
monitoring,2025-05-10T14:59:54,0.48%,1102.85,2322856
monitoring,2025-05-10T15:00:10,209.54%,1191.94,2322856
monitoring,2025-05-10T15:00:27,746.14%,2809.86,2322856
monitoring,2025-05-10T15:00:43,1.86%,1102.85,2322856
monitoring,2025-05-10T15:01:00,3.20%,1102.85,2322856
monitoring,2025-05-10T15:01:17,0.53%,1102.85,2322856
monitoring,2025-05-10T15:01:33,258.45%,1236.99,2322856
monitoring,2025-05-10T15:01:50,44.60%,1108.99,2322856
monitoring,2025-05-10T15:02:06,596.02%,3516.42,2322856
monitoring,2025-05-10T15:02:23,0.43%,1102.85,2322856
monitoring,2025-05-10T15:02:39,386.75%,1372.16,2322856
monitoring,2025-05-10T15:02:56,312.89%,1246.21,2322856
monitoring,2025-05-10T15:03:12,721.43%,2626.56,2322856
monitoring,2025-05-10T15:03:29,614.33%,3005.44,2322856
monitoring,2025-05-10T15:03:46,311.29%,1282.05,2322856
monitoring,2025-05-10T15:04:02,795.74%,2296.83,2322856
monitoring,2025-05-10T15:04:19,495.85%,1147.9,2322856
monitoring,2025-05-10T15:04:35,22.46%,1102.85,2322856
monitoring,2025-05-10T15:04:52,0.43%,1102.85,2322856
monitoring,2025-05-10T15:05:08,556.95%,3895.3,2322856
monitoring,2025-05-10T15:05:25,793.75%,2016.26,2322856
monitoring,2025-05-10T15:05:41,205.72%,1196.03,2322856
monitoring,2025-05-10T15:05:58,100.97%,1130.5,2322856
monitoring,2025-05-10T15:06:14,25.21%,1102.85,2322856
monitoring,2025-05-10T15:06:31,263.30%,1238.02,2322856
monitoring,2025-05-10T15:06:48,40.87%,1103.87,2322856
monitoring,2025-05-10T15:07:04,797.27%,2874.37,2322856
monitoring,2025-05-10T15:07:21,0.43%,1102.85,2322856
monitoring,2025-05-10T15:07:37,57.73%,1141.76,2322856
monitoring,2025-05-10T15:07:54,0.45%,1102.85,2322856
monitoring,2025-05-10T15:08:10,252.00%,1219.58,2322856
monitoring,2025-05-10T15:08:27,744.53%,2671.62,2322856
monitoring,2025-05-10T15:08:43,1.73%,1102.85,2322856
monitoring,2025-05-10T15:09:00,0.42%,1102.85,2322856
monitoring,2025-05-10T15:09:17,2.10%,1102.85,2322856
monitoring,2025-05-10T15:09:33,258.07%,1240.06,2322856
monitoring,2025-05-10T15:09:50,0.47%,1102.85,2322856
monitoring,2025-05-10T15:10:06,523.68%,3484.67,2322856
monitoring,2025-05-10T15:10:23,0.49%,1102.85,2322856
monitoring,2025-05-10T15:10:39,355.97%,1305.6,2322856
monitoring,2025-05-10T15:10:56,0.47%,1102.85,2322856
monitoring,2025-05-10T15:11:12,63.39%,1102.85,2322856
monitoring,2025-05-10T15:11:29,666.02%,1665.02,2322856
monitoring,2025-05-10T15:11:46,50.33%,1103.87,2322856
monitoring,2025-05-10T15:12:02,797.35%,2312.19,2322856
monitoring,2025-05-10T15:12:19,490.86%,1102.85,2322856
monitoring,2025-05-10T15:12:35,47.96%,1102.85,2322856
monitoring,2025-05-10T15:12:52,0.50%,1102.85,2322856
monitoring,2025-05-10T15:13:08,279.82%,1191.94,2322856
monitoring,2025-05-10T15:13:25,792.95%,1972.22,2322856
monitoring,2025-05-10T15:13:41,102.50%,1146.88,2322856
monitoring,2025-05-10T15:13:58,0.45%,1102.85,2322856
monitoring,2025-05-10T15:14:14,2.44%,1102.85,2322856
monitoring,2025-05-10T15:14:31,324.03%,1265.66,2322856
